Transacao_ID,Conta_Origem_ID,Conta_Destino_ID,Tipo_Transacao_ID,Valor,Data_Hora
1136,127,270,3,4551.96,2025-09-09T14:29:00
1137,295,21,1,1443.12,2025-08-22T11:44:00
1138,153,201,2,2078.19,2025-04-02T19:46:00
1139,222,235,4,4554.61,2025-04-04T22:36:00
1140,49,202,1,1202.28,2025-03-22T08:56:00
1141,276,150,1,3491.73,2025-04-22T15:26:00
1142,284,63,3,387.29,2025-02-23T16:49:00
1143,167,210,4,828.37,2025-04-17T16:02:00
1144,237,14,1,3196.14,2025-08-25T12:21:00
1145,205,100,4,193.68,2025-05-09T03:45:00
1146,70,168,4,2426.37,2025-02-04T02:35:00
1147,125,225,2,2356.58,2025-05-23T05:10:00
1148,10,52,2,1474.25,2025-10-01T23:25:00
1149,87,40,1,3388.53,2025-03-20T14:22:00
1150,92,111,1,4463.98,2025-09-30T06:28:00
1151,25,268,1,1956.14,2025-06-07T14:03:00
1152,3,25,4,3836.74,2025-05-08T11:58:00
1153,123,103,1,85.11,2025-01-15T00:21:00
1154,99,33,2,4793.93,2025-02-19T21:10:00
1155,86,23,4,2564.94,2025-06-17T10:35:00
1156,98,107,4,4694.92,2025-03-03T07:13:00
1157,55,183,3,872.24,2025-07-25T20:20:00
1158,7,200,2,2296.59,2025-02-03T21:52:00
1159,143,189,1,341.32,2025-04-22T13:19:00
1160,256,53,2,1263.44,2025-02-18T19:20:00
1161,199,69,3,880.78,2025-06-12T21:30:00
1162,35,172,1,3044.62,2025-10-27T14:24:00
1163,262,120,1,1166.87,2025-03-05T09:15:00
1164,220,125,1,304.32,2025-07-11T15:18:00
1165,104,78,4,1025.9,2025-01-20T07:59:00
1166,228,169,2,1394.24,2025-01-21T16:50:00
1167,213,148,1,1148.91,2025-06-19T10:15:00
1168,106,277,1,4533.63,2025-05-08T21:44:00
1169,114,196,3,921.81,2025-01-04T02:55:00
1170,252,36,2,265.27,2025-03-14T06:08:00
1171,47,89,2,1185.37,2025-02-10T13:46:00
1172,240,160,2,3609.76,2025-05-06T13:11:00
1173,128,156,3,2884.23,2025-04-14T08:55:00
1174,247,41,3,1994.23,2025-03-27T15:28:00
1175,217,259,4,3802.82,2025-09-04T00:48:00
1176,196,219,1,3795.5,2025-06-03T19:34:00
1177,79,284,2,1290.17,2025-08-26T09:29:00
1178,146,193,4,364.34,2025-03-11T22:30:00
1179,101,80,2,25.88,2025-09-14T23:46:00
1180,192,252,4,4628.83,2025-07-22T23:23:00
1181,197,251,3,3207.04,2025-02-06T13:56:00
1182,20,64,4,4660.99,2025-03-25T06:48:00
1183,224,131,3,2550.49,2025-09-08T20:44:00
1184,189,30,4,4632.96,2025-05-07T07:30:00
1185,18,186,1,3488.87,2025-03-17T08:38:00
1186,234,76,3,1240.84,2025-10-24T21:53:00
1187,83,7,1,3856.01,2025-07-16T12:45:00
1188,42,266,2,4380.65,2025-03-26T13:16:00
1189,155,257,4,2932.47,2025-07-30T23:55:00
1190,46,56,3,4072.07,2025-05-18T23:13:00
1191,204,158,1,4935.19,2025-09-09T00:06:00
1192,36,214,4,3274.33,2025-08-09T05:11:00
1193,192,96,2,994.11,2025-04-04T16:07:00
1194,231,291,2,932.26,2025-01-31T23:11:00
1195,99,133,4,2206.45,2025-02-25T20:10:00
1196,41,151,1,1891.75,2025-05-22T02:21:00
1197,16,300,2,2392.1,2025-02-21T00:03:00
1198,137,4,1,488.73,2025-09-25T00:24:00
1199,267,137,4,2368.79,2025-06-22T19:27:00
1200,173,190,3,4997.23,2025-05-03T11:42:00
1201,205,194,1,4876.65,2025-06-19T03:00:00
1202,234,206,2,133.27,2025-03-04T16:17:00
1203,128,189,4,3093.67,2025-09-01T16:26:00
1204,97,2,3,88.07,2025-07-04T01:51:00
1205,167,228,2,3035.78,2025-07-24T23:39:00
1206,42,179,4,4695.73,2025-09-01T21:54:00
1207,52,198,3,3037.83,2025-03-15T16:56:00
1208,293,259,1,643.67,2025-02-14T09:53:00
1209,281,240,2,4482.56,2025-03-01T15:42:00
1210,277,124,2,1062.15,2025-02-15T03:27:00
1211,15,83,3,4513.73,2025-05-24T07:46:00
1212,132,244,1,3329.05,2025-10-01T20:46:00
1213,252,47,3,4360.34,2025-10-22T19:04:00
1214,176,194,4,3271.33,2025-10-15T13:51:00
1215,120,115,3,582.87,2025-02-14T03:05:00
1216,175,97,1,2866.33,2025-03-07T10:24:00
1217,296,1,3,314.12,2025-10-02T06:54:00
1218,199,217,3,3857.55,2025-03-06T16:42:00
1219,114,55,4,50.9,2025-08-24T10:09:00
1220,152,113,4,3401.5,2025-03-17T19:18:00
1221,75,18,3,1547.91,2025-03-05T08:54:00
1222,294,245,2,2477.65,2025-07-12T01:51:00
1223,171,79,2,4241.11,2025-04-26T22:47:00
1224,27,92,4,3638.34,2025-06-03T21:58:00
1225,82,12,4,1690.36,2025-08-31T11:48:00
1226,201,37,3,1415.41,2025-04-10T22:54:00
1227,281,202,1,658.85,2025-10-25T01:54:00
1228,156,235,2,2887.9,2025-08-15T22:30:00
1229,150,75,2,1094.59,2025-04-11T23:41:00
1230,5,186,1,3393.2,2025-03-17T12:27:00
1231,87,29,1,1781.14,2025-08-31T05:03:00
1232,61,264,3,2968.99,2025-03-18T20:46:00
1233,207,126,1,598.42,2025-07-23T15:19:00
1234,89,193,1,3889.77,2025-07-15T08:40:00
1235,228,189,1,604.4,2025-02-12T03:31:00
1236,261,116,1,2936.32,2025-10-21T15:17:00
1237,49,93,4,2423.54,2025-08-11T09:36:00
1238,65,51,3,322.17,2025-10-03T05:25:00
1239,11,202,4,324.34,2025-10-27T17:45:00
1240,64,107,1,907.42,2025-04-03T00:35:00
1241,229,161,1,200.52,2025-10-22T06:41:00
1242,83,45,3,4257.99,2025-01-18T02:07:00
1243,260,153,3,4831.55,2025-03-29T13:42:00
1244,1,128,3,235.6,2025-09-23T09:42:00
1245,274,228,2,2887.47,2025-06-10T16:58:00
1246,181,276,2,3441.21,2025-01-23T07:02:00
1247,97,73,3,4281.15,2025-04-21T04:38:00
1248,283,111,3,1390.59,2025-08-05T02:35:00
1249,131,134,4,3250.6,2025-03-25T12:29:00
1250,43,131,4,4701.3,2025-03-15T17:13:00
1251,37,138,2,3573.65,2025-10-16T21:41:00
1252,262,84,4,4108.73,2025-06-11T13:24:00
1253,14,127,1,1354.28,2025-09-30T03:43:00
1254,281,209,1,1650.14,2025-02-15T11:58:00
1255,171,140,2,4344.93,2025-04-26T08:00:00
1256,51,194,2,1896.27,2025-02-23T03:11:00
1257,270,157,4,482.23,2025-06-28T22:36:00
1258,145,283,3,3039.3,2025-01-25T05:20:00
1259,200,93,3,4031.39,2025-09-30T17:38:00
1260,207,245,2,1299.01,2025-09-20T22:09:00
1261,65,74,4,2839.97,2025-05-17T01:58:00
1262,190,128,4,3535.4,2025-04-04T14:22:00
1263,240,258,3,1382.74,2025-08-08T16:45:00
1264,118,157,1,4737.54,2025-07-28T10:54:00
1265,47,41,1,3651.12,2025-02-17T05:36:00
1266,30,44,3,2773.03,2025-09-10T00:27:00
1267,261,70,4,2491.54,2025-09-30T22:07:00
1268,208,8,2,4554.88,2025-01-04T22:27:00
1269,274,177,2,4971.14,2025-09-28T21:38:00
1270,22,230,2,3374.24,2025-09-26T07:11:00
1271,39,188,2,2570.85,2025-01-27T13:31:00
1272,195,88,3,4848.79,2025-06-23T21:15:00
1273,277,61,3,1499.39,2025-05-31T08:13:00
1274,2,292,4,1091.23,2025-06-06T20:32:00
1275,19,238,4,292.2,2025-01-04T19:29:00
1276,169,153,3,540.28,2025-06-29T23:11:00
1277,206,182,1,511.18,2025-09-09T06:05:00
1278,271,264,2,2056.54,2025-09-07T00:09:00
1279,129,116,4,1979.82,2025-06-03T11:27:00
1280,94,275,3,547.93,2025-08-13T21:53:00
1281,225,83,2,1771.92,2025-08-11T00:22:00
1282,102,57,2,1428.07,2025-03-10T12:26:00
1283,170,17,2,3332.69,2025-09-03T21:17:00
1284,61,216,4,2752.87,2025-03-07T10:48:00
1285,205,257,4,661.43,2025-02-25T00:08:00
1286,80,177,1,3838.09,2025-05-02T01:43:00
1287,176,220,1,2174.47,2025-05-29T09:31:00
1288,43,220,2,3089.98,2025-09-19T05:15:00
1289,144,59,3,4971.31,2025-05-07T21:52:00
1290,220,102,4,3533.77,2025-02-22T22:46:00
1291,258,93,2,4962.8,2025-03-18T07:07:00
1292,68,206,1,1372.94,2025-04-09T04:27:00
1293,10,103,1,4322.43,2025-07-14T13:33:00
1294,157,119,2,1684.21,2025-09-03T01:32:00
1295,219,27,3,554.72,2025-07-06T08:22:00
1296,215,127,3,4476.06,2025-04-04T01:00:00
1297,27,165,2,1430.16,2025-05-24T19:06:00
1298,221,95,3,4741.9,2025-07-06T10:19:00
1299,58,50,1,3416.39,2025-03-08T10:23:00
1300,186,271,3,1195.07,2025-05-22T06:37:00
1301,197,45,1,656.77,2025-03-03T01:37:00
1302,98,99,4,4627.88,2025-02-08T17:39:00
1303,176,155,4,4948.27,2025-04-14T17:46:00
1304,79,23,2,962.58,2025-10-09T22:16:00
1305,287,178,3,2245.17,2025-03-02T13:04:00
1306,248,215,1,838.84,2025-05-21T22:08:00
1307,149,24,1,3972.98,2025-04-08T23:52:00
1308,204,254,1,831.76,2025-09-18T12:35:00
1309,200,206,3,1038.59,2025-01-02T05:36:00
1310,112,5,4,2521.57,2025-09-26T08:19:00
1311,113,152,3,2762.99,2025-03-29T07:02:00
1312,274,122,3,200.26,2025-03-17T08:59:00
1313,69,139,1,3213.85,2025-05-08T06:34:00
1314,60,1,3,3165.25,2025-07-08T10:05:00
1315,282,136,2,2044.67,2025-05-31T10:03:00
1316,6,183,2,3653.73,2025-05-24T05:16:00
1317,9,276,1,3614.4,2025-07-15T20:16:00
1318,283,106,4,1107.09,2025-05-18T06:37:00
1319,203,80,4,1162.46,2025-08-11T11:09:00
1320,246,48,4,911.66,2025-04-05T05:12:00
1321,292,252,2,3239.58,2025-01-11T09:10:00
1322,91,202,2,351.92,2025-02-06T13:15:00
1323,233,207,1,3622.91,2025-03-12T23:48:00
1324,7,52,4,1923.03,2025-02-26T00:48:00
1325,23,68,2,3851.74,2025-05-18T04:40:00
1326,7,5,1,2714.14,2025-06-23T22:05:00
1327,104,72,4,3799.56,2025-08-16T05:19:00
1328,170,246,2,1222.83,2025-10-06T22:17:00
1329,279,64,1,4125.5,2025-02-22T17:18:00
1330,53,262,4,713.47,2025-04-25T00:14:00
1331,219,198,2,1769.78,2025-05-27T07:58:00
1332,197,58,4,851.95,2025-02-26T07:06:00
1333,145,183,1,3080.41,2025-03-02T11:59:00
1334,44,23,2,894.45,2025-09-29T10:38:00
1335,93,218,2,4466.12,2025-06-04T19:52:00
1336,147,179,1,1359.11,2025-09-13T21:23:00
1337,136,40,1,4309.26,2025-03-18T20:09:00
1338,164,76,4,2236.24,2025-09-02T02:07:00
1339,296,219,3,727.62,2025-06-15T04:11:00
1340,198,181,3,2473.56,2025-09-04T22:26:00
1341,171,71,2,1919.01,2025-10-09T15:34:00
1342,274,253,2,1926.21,2025-10-25T22:26:00
1343,270,296,2,3516.95,2025-05-01T11:00:00
1344,105,9,3,2794.08,2025-03-10T03:03:00
1345,179,185,2,1477.01,2025-03-15T17:59:00
1346,216,125,2,4139.97,2025-01-29T23:08:00
1347,61,74,4,3666.74,2025-08-06T11:03:00
1348,55,298,1,2386.75,2025-03-22T00:09:00
1349,188,73,1,1229.0,2025-01-07T18:53:00
1350,214,77,2,2351.47,2025-03-13T23:33:00
1351,154,241,4,3614.17,2025-08-16T20:44:00
1352,7,147,1,783.66,2025-01-17T19:48:00
1353,89,258,2,59.28,2025-08-05T21:56:00
1354,233,284,3,4596.16,2025-09-14T09:45:00
1355,117,217,2,1362.78,2025-02-17T16:24:00
1356,65,109,4,3097.12,2025-04-23T12:11:00
1357,287,40,4,2389.69,2025-07-27T12:10:00
1358,28,191,4,977.68,2025-02-25T03:04:00
1359,186,172,1,1201.45,2025-03-25T17:06:00
1360,34,109,1,3783.82,2025-06-08T06:35:00
1361,104,17,2,1349.49,2025-10-19T18:02:00
1362,289,248,1,245.0,2025-02-17T09:00:00
1363,183,145,4,2503.58,2025-06-11T12:46:00
1364,183,67,1,1659.93,2025-09-15T03:32:00
1365,77,13,4,2387.38,2025-01-20T09:10:00
1366,78,238,1,4426.59,2025-02-17T22:14:00
1367,111,73,2,4967.12,2025-09-14T16:46:00
1368,268,175,4,3927.83,2025-06-23T09:23:00
1369,221,21,4,1199.36,2025-02-08T04:36:00
1370,255,50,1,717.4,2025-06-08T17:55:00
1371,45,256,1,2276.77,2025-03-28T09:10:00
1372,35,144,3,1770.08,2025-02-06T05:45:00
1373,236,133,4,4892.53,2025-08-15T20:59:00
1374,72,64,4,202.77,2025-05-27T12:26:00
1375,67,226,3,2564.83,2025-06-10T11:05:00
1376,212,260,4,1317.82,2025-01-22T19:41:00
1377,30,126,1,777.04,2025-02-23T09:24:00
1378,82,292,4,4269.88,2025-04-25T12:55:00
1379,237,48,3,2332.06,2025-10-01T14:06:00
1380,44,93,1,4587.71,2025-07-23T13:12:00
1381,206,169,1,1589.84,2025-09-06T06:44:00
1382,244,59,3,2275.62,2025-10-07T04:30:00
1383,75,110,3,2843.19,2025-07-14T01:59:00
1384,186,221,4,1071.04,2025-04-19T00:48:00
1385,217,139,3,3180.26,2025-02-12T04:04:00
1386,141,208,1,1495.19,2025-08-20T13:33:00
1387,110,133,2,4153.59,2025-02-17T13:21:00
1388,153,85,2,1749.63,2025-08-03T15:30:00
1389,275,83,4,1776.69,2025-10-20T12:52:00
1390,6,288,2,393.65,2025-10-24T19:09:00
1391,166,163,1,756.78,2025-08-23T04:31:00
1392,163,59,4,1317.7,2025-01-02T14:53:00
1393,65,231,1,187.25,2025-04-07T13:44:00
1394,280,86,4,1084.61,2025-04-18T06:43:00
1395,296,8,3,4069.83,2025-01-09T09:57:00
1396,158,258,1,3498.09,2025-08-22T13:26:00
1397,181,278,4,2618.23,2025-06-21T03:59:00
1398,91,235,4,1868.74,2025-10-11T19:10:00
1399,278,224,4,1428.71,2025-08-12T20:18:00
1400,51,45,1,452.74,2025-01-09T19:59:00
1401,211,54,4,3750.97,2025-10-06T03:40:00
1402,228,258,1,3340.21,2025-08-04T06:14:00
1403,233,283,4,576.93,2025-08-29T03:22:00
1404,238,212,4,42.99,2025-07-11T07:32:00
1405,146,138,3,1540.45,2025-08-01T21:15:00
1406,3,213,1,82.57,2025-03-20T11:53:00
1407,266,163,3,856.2,2025-10-20T13:15:00
1408,285,201,2,3083.26,2025-07-21T01:51:00
1409,296,220,2,4697.26,2025-07-19T23:11:00
1410,207,163,2,2189.82,2025-02-20T22:51:00
1411,65,259,1,3159.05,2025-07-20T20:58:00
1412,134,284,2,4743.76,2025-04-15T02:05:00
1413,14,224,1,3146.33,2025-03-20T00:39:00
1414,279,41,4,131.32,2025-03-08T14:40:00
1415,184,96,2,3264.35,2025-04-24T09:12:00
1416,275,126,4,3853.11,2025-01-27T08:05:00
1417,74,12,1,559.1,2025-03-04T03:09:00
1418,145,135,2,468.42,2025-09-11T11:58:00
1419,107,201,1,2457.73,2025-01-12T13:04:00
1420,250,40,2,3438.25,2025-07-12T10:40:00
1421,231,83,2,1497.28,2025-04-02T21:36:00
1422,17,61,3,4968.73,2025-09-05T19:38:00
1423,280,3,2,2611.13,2025-05-11T03:12:00
1424,16,275,1,2592.38,2025-03-20T06:55:00
1425,187,59,2,152.34,2025-03-12T07:05:00
1426,65,138,3,2410.47,2025-02-17T11:45:00
1427,283,151,4,3727.25,2025-09-11T13:32:00
1428,205,99,3,868.93,2025-05-24T12:06:00
1429,299,160,2,3971.53,2025-09-07T13:56:00
1430,229,217,3,4080.38,2025-02-25T19:24:00
1431,220,103,3,1872.93,2025-02-02T14:10:00
1432,18,262,3,2936.41,2025-05-31T19:52:00
1433,272,181,4,154.55,2025-04-03T10:27:00
1434,96,184,2,367.84,2025-07-10T11:09:00
1435,161,63,1,1596.35,2025-01-06T22:21:00
1436,110,239,3,4494.23,2025-10-15T02:24:00
1437,146,109,2,519.09,2025-05-23T22:38:00
1438,39,294,4,3412.25,2025-08-11T10:52:00
1439,164,102,2,253.05,2025-09-10T15:02:00
1440,141,216,1,624.84,2025-03-29T19:20:00
1441,197,122,1,1428.76,2025-10-22T00:58:00
1442,237,146,2,4209.01,2025-07-26T01:57:00
1443,274,271,1,1690.26,2025-01-09T02:30:00
1444,49,213,3,1376.99,2025-06-27T12:05:00
1445,285,161,4,3063.54,2025-07-21T09:44:00
1446,233,253,1,4216.16,2025-02-22T00:14:00
1447,25,6,2,530.15,2025-06-15T22:46:00
1448,224,116,2,444.64,2025-07-08T17:00:00
1449,27,133,1,558.46,2025-06-05T02:16:00
1450,169,195,3,3494.83,2025-03-12T18:29:00
1451,62,65,3,4310.17,2025-10-27T13:40:00
1452,229,63,2,2891.53,2025-09-08T08:20:00
1453,248,116,1,1322.74,2025-06-01T22:05:00
1454,181,286,2,3299.11,2025-04-16T22:04:00
1455,39,254,1,1066.31,2025-04-21T14:52:00
1456,198,97,4,527.15,2025-04-17T18:48:00
1457,271,264,3,3803.64,2025-06-09T22:29:00
1458,79,259,1,4571.06,2025-04-23T11:24:00
1459,232,263,2,3901.21,2025-04-07T02:17:00
1460,217,85,3,4757.72,2025-10-23T20:06:00
1461,76,237,1,3726.4,2025-05-04T00:57:00
1462,236,96,3,147.79,2025-09-29T14:22:00
1463,136,61,1,1775.36,2025-04-19T04:25:00
1464,258,221,3,270.52,2025-05-20T11:06:00
1465,26,196,4,973.69,2025-04-07T12:11:00
1466,142,272,4,2595.5,2025-02-25T21:03:00
1467,128,57,2,580.36,2025-01-19T18:17:00
1468,123,34,1,1380.92,2025-07-27T12:25:00
1469,52,113,3,2478.38,2025-03-29T06:22:00
1470,148,2,1,929.47,2025-09-02T23:19:00
1471,123,88,3,3408.81,2025-03-27T05:21:00
1472,234,73,1,3331.83,2025-08-08T10:01:00
1473,91,136,1,857.77,2025-01-05T19:22:00
1474,243,299,1,2444.1,2025-05-07T15:07:00
1475,24,9,3,4177.62,2025-09-26T16:10:00
1476,76,49,1,1526.49,2025-06-21T14:31:00
1477,180,280,3,3318.73,2025-05-10T11:29:00
1478,7,181,3,3552.23,2025-09-23T21:54:00
1479,248,58,3,3430.49,2025-01-11T04:26:00
1480,113,73,3,2491.67,2025-05-06T18:47:00
1481,221,185,2,3723.1,2025-04-10T12:40:00
1482,56,141,4,4936.72,2025-09-27T05:16:00
1483,179,170,4,2947.79,2025-05-22T09:12:00
1484,22,297,3,4171.69,2025-03-04T13:50:00
1485,233,291,3,1445.6,2025-01-05T15:59:00
1486,76,239,2,2618.31,2025-05-29T19:35:00
1487,84,156,4,1444.86,2025-05-31T00:29:00
1488,21,112,3,4128.23,2025-03-05T01:31:00
1489,157,3,4,1764.52,2025-01-01T01:16:00
1490,71,180,3,3927.39,2025-09-15T21:49:00
1491,288,80,1,3567.42,2025-03-15T23:12:00
1492,222,300,1,1457.56,2025-01-17T15:59:00
1493,182,128,4,2115.7,2025-02-20T08:58:00
1494,155,160,2,2821.72,2025-06-15T18:08:00
1495,103,129,2,2084.48,2025-04-13T09:19:00
1496,44,153,4,2731.42,2025-07-12T13:06:00
1497,71,270,4,3472.2,2025-09-15T21:45:00
1498,184,240,3,2141.21,2025-08-04T13:29:00
1499,15,287,1,4787.67,2025-08-04T02:48:00
1500,72,155,2,2903.71,2025-07-11T04:39:00
1501,279,290,3,272.41,2025-07-21T04:25:00
1502,4,237,4,4196.79,2025-02-13T01:17:00
1503,55,171,1,4110.59,2025-10-17T15:44:00
1504,170,32,1,3703.66,2025-09-19T23:45:00
1505,28,105,2,2812.44,2025-09-11T04:14:00
1506,80,155,3,3597.11,2025-01-04T15:39:00
1507,103,59,1,5.18,2025-03-03T16:06:00
1508,127,105,1,2371.34,2025-09-16T14:25:00
1509,29,63,3,2025.76,2025-04-05T07:53:00
1510,280,134,4,4297.27,2025-03-05T13:09:00
1511,12,95,2,4093.66,2025-05-04T05:32:00
1512,280,103,4,2404.93,2025-05-29T21:06:00
1513,253,189,3,1958.99,2025-02-24T14:26:00
1514,218,76,1,1420.69,2025-03-03T18:24:00
1515,6,298,3,175.25,2025-08-16T01:58:00
1516,182,72,4,4412.71,2025-08-23T08:00:00
1517,82,184,2,1747.43,2025-09-26T12:32:00
1518,33,90,2,1762.58,2025-10-16T10:29:00
1519,72,143,3,4617.77,2025-02-04T20:30:00
1520,193,242,2,2882.31,2025-09-17T21:33:00
1521,133,67,3,2946.32,2025-10-25T11:37:00
1522,207,35,1,152.46,2025-03-23T07:06:00
1523,55,256,4,1621.68,2025-04-29T23:50:00
1524,122,54,2,3642.17,2025-07-16T13:59:00
1525,33,32,3,576.8,2025-02-07T14:48:00
1526,192,16,2,1609.19,2025-08-19T12:08:00
1527,294,285,2,982.61,2025-09-09T14:43:00
1528,147,116,2,3712.06,2025-08-11T16:51:00
1529,99,45,1,3147.43,2025-02-19T06:02:00
1530,72,3,3,3873.06,2025-10-18T17:55:00
1531,37,175,2,3413.39,2025-09-28T15:12:00
1532,107,293,4,2506.75,2025-07-02T19:57:00
1533,287,71,1,2197.2,2025-07-12T02:36:00
1534,41,66,3,509.06,2025-09-13T07:03:00
1535,277,170,1,1123.99,2025-05-29T08:24:00
1536,184,35,2,4840.73,2025-02-08T17:36:00
1537,124,266,3,1999.1,2025-01-30T17:44:00
1538,57,299,4,4684.95,2025-05-15T20:01:00
1539,17,174,4,1308.1,2025-06-21T01:08:00
1540,105,281,3,4621.25,2025-02-01T07:31:00
1541,38,289,1,1732.5,2025-02-06T13:38:00
1542,42,283,4,4733.27,2025-05-19T23:02:00
1543,54,19,4,2540.48,2025-06-29T13:30:00
1544,156,117,1,4656.58,2025-01-14T06:34:00
1545,195,10,4,265.44,2025-07-13T22:08:00
1546,221,219,2,582.34,2025-03-02T19:57:00
1547,189,181,2,1718.91,2025-01-30T07:14:00
1548,48,6,2,2068.26,2025-10-02T18:02:00
1549,8,128,1,387.68,2025-03-06T14:11:00
1550,145,23,3,1751.59,2025-05-06T09:08:00
1551,204,246,1,3284.67,2025-02-09T08:34:00
1552,106,254,3,4488.71,2025-04-23T14:45:00
1553,155,188,3,4345.51,2025-05-06T16:57:00
1554,137,164,1,274.72,2025-07-30T22:39:00
1555,249,144,1,1021.76,2025-03-12T16:14:00
1556,157,284,2,618.13,2025-03-14T01:15:00
1557,226,233,1,111.34,2025-01-18T08:17:00
1558,197,154,1,303.3,2025-07-16T15:01:00
1559,196,197,4,226.86,2025-04-16T12:11:00
1560,221,273,1,3303.71,2025-01-17T17:48:00
1561,179,14,3,4613.88,2025-05-15T18:13:00
1562,15,175,4,4329.38,2025-01-30T03:35:00
1563,199,148,4,2122.06,2025-10-18T16:16:00
1564,84,196,4,3729.44,2025-05-02T04:58:00
1565,8,144,3,432.26,2025-05-08T17:18:00
1566,173,293,4,197.84,2025-05-21T11:17:00
1567,129,7,1,1537.94,2025-06-14T08:54:00
1568,92,228,4,91.25,2025-01-05T14:02:00
1569,184,246,2,2046.01,2025-10-24T02:17:00
1570,283,161,1,2205.0,2025-05-13T08:16:00
1571,254,66,2,3153.54,2025-03-17T19:41:00
1572,26,120,1,3274.73,2025-04-05T21:32:00
1573,226,297,3,214.57,2025-04-27T01:45:00
1574,133,132,1,3393.55,2025-06-30T17:45:00
1575,23,121,3,550.27,2025-09-17T14:07:00
1576,262,40,2,1024.19,2025-10-20T11:53:00
1577,213,37,4,4379.89,2025-03-15T00:20:00
1578,185,172,4,4487.47,2025-07-11T15:18:00
1579,16,83,3,227.83,2025-03-18T18:01:00
1580,55,109,3,2556.43,2025-09-18T18:45:00
1581,177,111,4,4154.48,2025-01-17T21:46:00
1582,77,196,1,4776.12,2025-04-25T18:32:00
1583,295,281,4,2697.14,2025-03-04T16:51:00
1584,27,242,4,1588.11,2025-04-10T18:18:00
1585,125,169,2,3996.03,2025-07-05T07:29:00
1586,162,60,2,2227.81,2025-07-29T11:05:00
1587,181,287,1,4573.6,2025-09-05T19:14:00
1588,230,215,2,2848.86,2025-03-06T17:15:00
1589,209,300,2,3029.7,2025-05-27T10:20:00
1590,61,42,4,2108.01,2025-03-17T18:31:00
1591,102,93,4,82.48,2025-03-03T13:16:00
1592,284,241,1,636.36,2025-01-18T13:01:00
1593,86,38,2,2576.91,2025-09-29T12:57:00
1594,217,182,2,2014.58,2025-10-13T07:45:00
1595,151,61,3,4487.64,2025-06-22T18:38:00
1596,56,24,1,3695.05,2025-07-01T14:58:00
1597,210,231,4,1450.01,2025-09-02T22:08:00
1598,94,261,1,765.52,2025-01-04T18:37:00
1599,190,233,4,1605.58,2025-04-01T16:46:00
1600,144,50,2,1490.26,2025-06-24T01:36:00
1601,266,269,4,1429.86,2025-07-16T10:48:00
1602,92,74,1,4070.87,2025-04-18T13:33:00
1603,143,295,3,501.84,2025-05-26T05:07:00
1604,148,141,4,2197.39,2025-03-28T09:58:00
1605,133,55,2,3333.84,2025-03-14T03:13:00
1606,283,261,2,141.61,2025-01-21T17:34:00
1607,100,4,4,4163.36,2025-01-14T11:13:00
1608,145,293,4,3661.79,2025-09-24T04:53:00
1609,233,152,1,3582.67,2025-03-03T14:56:00
1610,222,253,3,438.88,2025-03-12T08:46:00
1611,60,182,1,3722.67,2025-04-24T23:04:00
1612,168,81,3,1384.16,2025-09-20T21:49:00
1613,38,162,1,2169.72,2025-09-24T10:12:00
1614,286,19,1,1233.34,2025-10-28T12:55:00
1615,113,101,3,2353.23,2025-09-06T05:46:00
1616,255,145,2,996.87,2025-02-15T16:54:00
1617,110,2,4,340.97,2025-10-13T19:13:00
1618,92,20,4,3441.47,2025-07-14T20:37:00
1619,121,179,4,2654.65,2025-04-03T09:53:00
1620,119,150,4,2453.66,2025-07-20T19:22:00
1621,279,247,3,487.18,2025-02-27T09:26:00
1622,229,167,2,3313.78,2025-03-01T05:29:00
1623,164,59,3,3486.36,2025-03-07T15:53:00
1624,251,211,2,149.67,2025-05-18T16:13:00
1625,210,32,3,1311.72,2025-06-12T13:25:00
1626,227,218,4,1307.19,2025-01-28T08:31:00
1627,113,174,1,1546.01,2025-07-29T07:36:00
1628,86,275,2,3898.86,2025-02-26T19:39:00
1629,169,67,1,4751.64,2025-01-11T12:05:00
1630,171,181,1,3276.38,2025-09-23T06:23:00
1631,275,102,2,4191.55,2025-07-22T22:14:00
1632,149,83,3,1660.85,2025-04-21T17:46:00
1633,128,7,1,4228.18,2025-09-27T03:32:00
1634,204,249,1,788.94,2025-06-04T00:14:00
1635,127,18,3,3750.83,2025-07-13T20:25:00
1636,68,139,1,387.25,2025-09-16T23:45:00
1637,213,11,1,3714.55,2025-10-05T19:58:00
1638,78,49,4,975.45,2025-06-09T10:27:00
1639,263,12,3,1373.88,2025-04-14T03:16:00
1640,296,242,4,1459.74,2025-02-17T07:26:00
1641,288,143,4,1425.69,2025-10-01T16:15:00
1642,196,9,4,3639.15,2025-07-10T17:45:00
1643,56,232,2,2891.51,2025-01-13T12:49:00
1644,119,229,3,2386.65,2025-02-25T20:19:00
1645,171,74,1,481.47,2025-03-28T06:55:00
1646,251,128,1,710.95,2025-08-31T16:46:00
1647,291,120,1,3838.21,2025-05-10T13:19:00
1648,173,78,1,1610.61,2025-10-17T19:26:00
1649,3,138,2,3776.41,2025-09-08T17:31:00
1650,161,121,3,2309.55,2025-09-05T16:35:00
1651,42,54,4,3497.78,2025-07-12T04:48:00
1652,7,83,1,835.15,2025-08-13T03:02:00
1653,218,254,2,3132.69,2025-09-26T15:08:00
1654,281,215,4,51.25,2025-03-02T13:18:00
1655,139,268,3,3077.43,2025-07-10T18:41:00
